sample_id,id,storage_condition,reactor,filtered,RNase_treated,time_point,dilution_factor,target,task,CT,plate_id,Exp_loc,experiment,experiment_manuscript_label
20A1F-N-T7-5x,20A1F,20,A1,F,N,T7,5,OL7b,UNKNOWN,31.15893,P94,CDC_collab,3,20-1
20A3F-N-T28-5x,20A3F,20,A3,F,N,T28,5,OL7b,UNKNOWN,28.40022,P94,CDC_collab,4,20-2
20A3F-N-T28-5x,20A3F,20,A3,F,N,T28,5,OL7b,UNKNOWN,27.89343,P94,CDC_collab,4,20-2
20A3F-N-T0-1x,20A3F,20,A3,F,N,T0,1,OL7b,UNKNOWN,26.47583,P94,CDC_collab,4,20-2
20A3F-N-T0-1x,20A3F,20,A3,F,N,T0,1,OL7b,UNKNOWN,26.48112,P94,CDC_collab,4,20-2
20A3F-N-T0-5x,20A3F,20,A3,F,N,T0,5,OL7b,UNKNOWN,29.26499,P94,CDC_collab,4,20-2
20A3F-N-T0-5x,20A3F,20,A3,F,N,T0,5,OL7b,UNKNOWN,29.73454,P94,CDC_collab,4,20-2
20A3F-Y-T0-1x,20A3F,20,A3,F,Y,T0,1,OL7b,UNKNOWN,24.3345,P94,CDC_collab,4,20-2
20A3F-Y-T0-1x,20A3F,20,A3,F,Y,T0,1,OL7b,UNKNOWN,23.40488,P94,CDC_collab,4,20-2
20A3F-Y-T0-5x,20A3F,20,A3,F,Y,T0,5,OL7b,UNKNOWN,27.86865,P94,CDC_collab,4,20-2
20A3F-Y-T0-5x,20A3F,20,A3,F,Y,T0,5,OL7b,UNKNOWN,27.84523,P94,CDC_collab,4,20-2
20A3F-Y-T28-5x,20A3F,20,A3,F,Y,T28,5,OL7b,UNKNOWN,27.2303,P94,CDC_collab,4,20-2
20A3F-Y-T28-5x,20A3F,20,A3,F,Y,T28,5,OL7b,UNKNOWN,27.3722,P94,CDC_collab,4,20-2
20A3F-N-T1-1x,20A3F,20,A3,F,N,T1,1,OL7b,UNKNOWN,27.24993,P94,CDC_collab,4,20-2
20A3F-N-T1-1x,20A3F,20,A3,F,N,T1,1,OL7b,UNKNOWN,27.63247,P94,CDC_collab,4,20-2
20A3F-N-T1-5x,20A3F,20,A3,F,N,T1,5,OL7b,UNKNOWN,30.53756,P94,CDC_collab,4,20-2
20A3F-N-T1-5x,20A3F,20,A3,F,N,T1,5,OL7b,UNKNOWN,29.97649,P94,CDC_collab,4,20-2
20A3F-Y-T1-1x,20A3F,20,A3,F,Y,T1,1,OL7b,UNKNOWN,24.51319,P94,CDC_collab,4,20-2
20A3F-Y-T1-1x,20A3F,20,A3,F,Y,T1,1,OL7b,UNKNOWN,24.96577,P94,CDC_collab,4,20-2
20A3F-Y-T1-5x,20A3F,20,A3,F,Y,T1,5,OL7b,UNKNOWN,28.09942,P94,CDC_collab,4,20-2
20A3F-Y-T1-5x,20A3F,20,A3,F,Y,T1,5,OL7b,UNKNOWN,27.98024,P94,CDC_collab,4,20-2
20A3F-Y-T7-1x,20A3F,20,A3,F,Y,T7,1,OL7b,UNKNOWN,24.60837,P94,CDC_collab,4,20-2
20A3F-Y-T7-1x,20A3F,20,A3,F,Y,T7,1,OL7b,UNKNOWN,24.77598,P94,CDC_collab,4,20-2
20A3F-N-T7-1x,20A3F,20,A3,F,N,T7,1,OL7b,UNKNOWN,28.33154,P94,CDC_collab,4,20-2
20A3F-N-T7-1x,20A3F,20,A3,F,N,T7,1,OL7b,UNKNOWN,28.56454,P94,CDC_collab,4,20-2
20A3F-N-T7-5x,20A3F,20,A3,F,N,T7,5,OL7b,UNKNOWN,30.85777,P94,CDC_collab,4,20-2
20A3F-N-T7-5x,20A3F,20,A3,F,N,T7,5,OL7b,UNKNOWN,30.70903,P94,CDC_collab,4,20-2
20A3F-Y-T7-5x,20A3F,20,A3,F,Y,T7,5,OL7b,UNKNOWN,29.76701,P94,CDC_collab,4,20-2
20A3F-Y-T7-5x,20A3F,20,A3,F,Y,T7,5,OL7b,UNKNOWN,29.28622,P94,CDC_collab,4,20-2
20A3F-N-T14-1x,20A3F,20,A3,F,N,T14,1,OL7b,UNKNOWN,29.67698,P94,CDC_collab,4,20-2
20A3F-N-T14-1x,20A3F,20,A3,F,N,T14,1,OL7b,UNKNOWN,28.0994,P94,CDC_collab,4,20-2
20A3F-N-T14-5x,20A3F,20,A3,F,N,T14,5,OL7b,UNKNOWN,30.86402,P94,CDC_collab,4,20-2
20A3F-N-T14-5x,20A3F,20,A3,F,N,T14,5,OL7b,UNKNOWN,30.76894,P94,CDC_collab,4,20-2
20A3F-Y-T14-1x,20A3F,20,A3,F,Y,T14,1,OL7b,UNKNOWN,25.31977,P94,CDC_collab,4,20-2
20A3F-Y-T14-1x,20A3F,20,A3,F,Y,T14,1,OL7b,UNKNOWN,25.24009,P94,CDC_collab,4,20-2
20A3F-Y-T14-5x,20A3F,20,A3,F,Y,T14,5,OL7b,UNKNOWN,Undetermined,P94,CDC_collab,4,20-2
20A3F-Y-T14-5x,20A3F,20,A3,F,Y,T14,5,OL7b,UNKNOWN,Undetermined,P94,CDC_collab,4,20-2
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,37.35888,P94,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,Undetermined,P94,CDC_collab,extraction_control_1234,control
20A3F-N-T21-1x,20A3F,20,A3,F,N,T21,1,OL7b,UNKNOWN,27.66754,P94,CDC_collab,4,20-2
20A3F-N-T21-1x,20A3F,20,A3,F,N,T21,1,OL7b,UNKNOWN,27.60237,P94,CDC_collab,4,20-2
20A3F-N-T21-5x,20A3F,20,A3,F,N,T21,5,OL7b,UNKNOWN,30.05425,P94,CDC_collab,4,20-2
20A3F-N-T21-5x,20A3F,20,A3,F,N,T21,5,OL7b,UNKNOWN,30.56922,P94,CDC_collab,4,20-2
20A3F-Y-T21-1x,20A3F,20,A3,F,Y,T21,1,OL7b,UNKNOWN,24.94518,P94,CDC_collab,4,20-2
20A3F-Y-T21-1x,20A3F,20,A3,F,Y,T21,1,OL7b,UNKNOWN,24.90586,P94,CDC_collab,4,20-2
20A3F-Y-T21-5x,20A3F,20,A3,F,Y,T21,5,OL7b,UNKNOWN,Undetermined,P94,CDC_collab,4,20-2
20A3F-Y-T21-5x,20A3F,20,A3,F,Y,T21,5,OL7b,UNKNOWN,Undetermined,P94,CDC_collab,4,20-2
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL1b,UNKNOWN,24.66718,P95,CDC_collab,3,20-1
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL1b,UNKNOWN,24.89222,P95,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL1b,UNKNOWN,27.01721,P95,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL1b,UNKNOWN,27.39954,P95,CDC_collab,3,20-1
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL1b,UNKNOWN,24.84033,P95,CDC_collab,4,20-2
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL1b,UNKNOWN,26.78707,P95,CDC_collab,4,20-2
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL1b,UNKNOWN,27.56583,P95,CDC_collab,3,20-1
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL1b,UNKNOWN,26.91676,P95,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL1b,UNKNOWN,29.71221,P95,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL1b,UNKNOWN,29.57087,P95,CDC_collab,3,20-1
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL1b,UNKNOWN,24.46134,P95,CDC_collab,4,20-2
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL1b,UNKNOWN,26.21129,P95,CDC_collab,4,20-2
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL1b,UNKNOWN,25.16486,P95,CDC_collab,3,20-1
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL1b,UNKNOWN,24.80894,P95,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL1b,UNKNOWN,26.78512,P95,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL1b,UNKNOWN,26.77706,P95,CDC_collab,3,20-1
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL1b,UNKNOWN,27.65066,P95,CDC_collab,4,20-2
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL1b,UNKNOWN,27.52967,P95,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL1b,UNKNOWN,26.54441,P95,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL1b,UNKNOWN,26.4148,P95,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL1b,UNKNOWN,29.00849,P95,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL1b,UNKNOWN,29.30143,P95,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL1b,UNKNOWN,23.71338,P95,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL1b,UNKNOWN,23.55119,P95,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL1b,UNKNOWN,26.61546,P95,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL1b,UNKNOWN,26.88902,P95,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL1b,UNKNOWN,26.79574,P95,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL1b,UNKNOWN,26.34655,P95,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL1b,UNKNOWN,24.96068,P95,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL1b,UNKNOWN,23.73961,P95,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL1b,UNKNOWN,27.46041,P95,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL1b,UNKNOWN,27.91315,P95,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL1b,UNKNOWN,28.56007,P95,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL1b,UNKNOWN,27.61837,P95,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL1b,UNKNOWN,30.56416,P95,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL1b,UNKNOWN,32.79725,P95,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL1b,UNKNOWN,26.44608,P95,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL1b,UNKNOWN,26.03133,P95,CDC_collab,4,20-2
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL1b,UNKNOWN,28.47862,P95,CDC_collab,4,20-2
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL1b,UNKNOWN,29.30561,P95,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL1b,UNKNOWN,23.904,P95,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL1b,UNKNOWN,23.89946,P95,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL1b,UNKNOWN,26.72283,P95,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL1b,UNKNOWN,26.73631,P95,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL1b,UNKNOWN,29.73236,P95,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL1b,UNKNOWN,29.5054,P95,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL1b,UNKNOWN,30.31471,P95,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL1b,UNKNOWN,32.2211,P95,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL1b,UNKNOWN,24.60265,P95,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL1b,UNKNOWN,24.61571,P95,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL1b,UNKNOWN,27.20325,P95,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL1b,UNKNOWN,27.41499,P95,CDC_collab,4,20-2
NA,NA,NA,NA,NA,NA,NA,NA,OL1b,NTC,36.63793,P95,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL1b,NTC,36.55323,P95,CDC_collab,extraction_control_1234,control
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL1b,UNKNOWN,27.02797,P95,CDC_collab,4,20-2
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL1b,UNKNOWN,27.1692,P95,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL1b,UNKNOWN,28.98004,P95,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL1b,UNKNOWN,29.0715,P95,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL1b,UNKNOWN,24.67358,P95,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL1b,UNKNOWN,24.50153,P95,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL1b,UNKNOWN,28.17322,P95,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL1b,UNKNOWN,27.78427,P95,CDC_collab,4,20-2
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL3a,UNKNOWN,24.38023,P96,CDC_collab,3,20-1
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL3a,UNKNOWN,24.25732,P96,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL3a,UNKNOWN,27.60892,P96,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL3a,UNKNOWN,27.31075,P96,CDC_collab,3,20-1
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL3a,UNKNOWN,25.25549,P96,CDC_collab,4,20-2
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL3a,UNKNOWN,25.30202,P96,CDC_collab,4,20-2
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL3a,UNKNOWN,26.67691,P96,CDC_collab,3,20-1
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL3a,UNKNOWN,26.29454,P96,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL3a,UNKNOWN,29.83085,P96,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL3a,UNKNOWN,28.88068,P96,CDC_collab,3,20-1
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL3a,UNKNOWN,24.25619,P96,CDC_collab,4,20-2
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL3a,UNKNOWN,24.1487,P96,CDC_collab,4,20-2
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL3a,UNKNOWN,24.23512,P96,CDC_collab,3,20-1
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL3a,UNKNOWN,24.53386,P96,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL3a,UNKNOWN,27.43299,P96,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL3a,UNKNOWN,26.84391,P96,CDC_collab,3,20-1
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL3a,UNKNOWN,28.3783,P96,CDC_collab,4,20-2
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL3a,UNKNOWN,29.03797,P96,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL3a,UNKNOWN,25.84426,P96,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL3a,UNKNOWN,25.96224,P96,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL3a,UNKNOWN,29.20692,P96,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL3a,UNKNOWN,28.93466,P96,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL3a,UNKNOWN,23.87515,P96,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL3a,UNKNOWN,23.30727,P96,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL3a,UNKNOWN,26.6176,P96,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL3a,UNKNOWN,26.34554,P96,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL3a,UNKNOWN,26.51397,P96,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL3a,UNKNOWN,27.58489,P96,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL3a,UNKNOWN,23.40726,P96,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL3a,UNKNOWN,23.36717,P96,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL3a,UNKNOWN,26.46046,P96,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL3a,UNKNOWN,26.8927,P96,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL3a,UNKNOWN,28.17436,P96,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL3a,UNKNOWN,28.17558,P96,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL3a,UNKNOWN,31.83508,P96,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL3a,UNKNOWN,32.92695,P96,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL3a,UNKNOWN,26.23737,P96,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL3a,UNKNOWN,25.66138,P96,CDC_collab,4,20-2
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL3a,UNKNOWN,28.57309,P96,CDC_collab,4,20-2
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL3a,UNKNOWN,28.99765,P96,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL3a,UNKNOWN,23.55823,P96,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL3a,UNKNOWN,23.66957,P96,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL3a,UNKNOWN,26.8763,P96,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL3a,UNKNOWN,27.27195,P96,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL3a,UNKNOWN,28.99244,P96,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL3a,UNKNOWN,28.83124,P96,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL3a,UNKNOWN,30.66939,P96,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL3a,UNKNOWN,31.80011,P96,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL3a,UNKNOWN,24.13009,P96,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL3a,UNKNOWN,24.23293,P96,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL3a,UNKNOWN,26.59683,P96,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL3a,UNKNOWN,26.60743,P96,CDC_collab,4,20-2
NA,NA,NA,NA,NA,NA,NA,NA,OL3a,NTC,Undetermined,P96,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL3a,NTC,Undetermined,P96,CDC_collab,extraction_control_1234,control
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL3a,UNKNOWN,27.1641,P96,CDC_collab,4,20-2
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL3a,UNKNOWN,27.55293,P96,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL3a,UNKNOWN,30.25436,P96,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL3a,UNKNOWN,28.60503,P96,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL3a,UNKNOWN,24.17896,P96,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL3a,UNKNOWN,24.65828,P96,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL3a,UNKNOWN,29.04955,P96,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL3a,UNKNOWN,28.36449,P96,CDC_collab,4,20-2
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL5a,UNKNOWN,25.9453,P97,CDC_collab,3,20-1
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL5a,UNKNOWN,26.18485,P97,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL5a,UNKNOWN,28.63378,P97,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL5a,UNKNOWN,28.79495,P97,CDC_collab,3,20-1
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL5a,UNKNOWN,25.72614,P97,CDC_collab,4,20-2
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL5a,UNKNOWN,25.86777,P97,CDC_collab,4,20-2
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL5a,UNKNOWN,27.6365,P97,CDC_collab,3,20-1
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL5a,UNKNOWN,27.43418,P97,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL5a,UNKNOWN,30.00433,P97,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL5a,UNKNOWN,31.5801,P97,CDC_collab,3,20-1
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL5a,UNKNOWN,25.34959,P97,CDC_collab,4,20-2
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL5a,UNKNOWN,24.96061,P97,CDC_collab,4,20-2
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL5a,UNKNOWN,25.96741,P97,CDC_collab,3,20-1
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL5a,UNKNOWN,25.81124,P97,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL5a,UNKNOWN,28.43034,P97,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL5a,UNKNOWN,28.70635,P97,CDC_collab,3,20-1
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL5a,UNKNOWN,29.00702,P97,CDC_collab,4,20-2
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL5a,UNKNOWN,28.61564,P97,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL5a,UNKNOWN,26.77987,P97,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL5a,UNKNOWN,26.88714,P97,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL5a,UNKNOWN,29.40663,P97,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL5a,UNKNOWN,29.71662,P97,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL5a,UNKNOWN,24.54322,P97,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL5a,UNKNOWN,24.61779,P97,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL5a,UNKNOWN,27.73841,P97,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL5a,UNKNOWN,28.65797,P97,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL5a,UNKNOWN,27.55233,P97,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL5a,UNKNOWN,27.54543,P97,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL5a,UNKNOWN,24.41588,P97,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL5a,UNKNOWN,24.46178,P97,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL5a,UNKNOWN,29.77168,P97,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL5a,UNKNOWN,29.83046,P97,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL5a,UNKNOWN,28.83487,P97,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL5a,UNKNOWN,29.19189,P97,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL5a,UNKNOWN,35.23848,P97,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL5a,UNKNOWN,30.93493,P97,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL5a,UNKNOWN,27.49736,P97,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL5a,UNKNOWN,26.95256,P97,CDC_collab,4,20-2
